id,text
437,"However, as experts have concluded, the short lifespan of the shelter has become a source of psychological stress for the population, as its hydro-technological characteristics present a threat for the whole region and for the water flow of the Dneper River. International cooperation has become very important to turn the shelter into an environmentally safe shell. For this purpose an international Chernobyl fund was established last year under the management of the European Bank for Reconstruction and Development, which has available to it resources pooled from the countries of the Group of Seven, the European Commission, Austria, Denmark, Finland, Greece, Ireland, Kuwait, Luxembourg, the Netherlands, Norway, Spain, Sweden and Switzerland. From this rostrum, I would like to express our great gratitude to them."
438,"Chernobyl catastrophe has come from the United Nations Educational, Scientific and Cultural Organization, the United Nations Children's Fund, the World Health Organization, the International Atomic Energy Agency and the International Federation of Red Cross and Red Crescent Societies. Unfortunately, we still have not solved the serious problem of fuel. There are about 180 tons of fuel and fuel-containing material concentrated in the shelter, a situation that presents a very serious potential threat. An equally difficult legacy are the more than 800 radioactive-waste “burial spots”, as we call them. Their transformation from temporary facilities into a long-term system for radioactive waste storage is a technically and ecologically complex task that must be accomplished on an urgent basis."
439,"We have to acknowledge that today we cannot give definite answers to some questions of vital importance. Is it possible, in principle, to mitigate the aftermath of the Chernobyl disaster? How much time do we have to do this? How much will it cost? What will happen if we do nothing or postpone the solution of these problems to an indeterminate future?"
440,"We can assert that the scope and uniqueness of the catastrophe and its multiple aspects have become a real challenge for mankind. Realizing the need to draw on considerable material, financial and labour resources, we believe that the key factor should be the strengthening of international cooperation and attracting a number of highly skilled specialists and new technologies to resolve these problems."
441,The Chernobyl disaster created unique opportunities for comprehensive scientific research into nuclear and radiation disasters under real-life conditions. Joint international projects allow us to enrich the methodological arsenal and to significantly supplement the databases for further theoretical and practical research in the field of radiation impact on nature and living organisms.
442,"Yesterday's meeting of the Quadripartite Committee on mitigating the effects of the Chernobyl catastrophe and today's consideration of this item in the General Assembly are no doubt important catalysts. We hope that through concerted efforts by international organizations and the Governments of individual countries the world community will undertake decisive steps towards eliminating the consequences of this major catastrophe in the history of humankind. We are counting on the authority of the Chernobyl, first and foremost because the United Nations does not allow — and we hope that it will not allow — relegating the problems of Chernobyl to the past, into a secondary category of “mankind's misfortunes of yesterday”."
443,"Unfortunately, we must point out that the problems of Chernobyl have recently come to be identified only with the closure of the nuclear power plant and the settling of the shelter issue. Many Governments and public organizations advocate the soonest possible closure of the Chernobyl nuclear power plant, thereby relegating humanitarian aspects to the background. Taking into account the dimensions of the problem and its long-term nature, it is necessary to mobilize additional resources to continue Chernobyl projects. In this regard, we propose to hold a donors' meeting in the first half of the year 2000. We hope that this proposal will be supported."
444,"We believe that in order for there to be better management of Chernobyl projects, it is necessary to establish the post of coordinator for Chernobyl questions in the United Nations office in Kiev, in the vicinity of the catastrophe's epicentre. We do not need any additional funding to do this."
445,"I would like to emphasize that the General Assembly's resolution on this agenda item must ensure that Chernobyl continues to receive close attention from the international community. The United Nations has to remain the coordinator and catalyst for solving these problems. Indeed, the Chernobyl disaster showed that misfortune respects no national borders or political and social differences. We call for international cooperation because the Chernobyl catastrophe has presented new and unusual tasks for the world community that are of exceptional complexity and as yet unknown scope. Only through integrated efforts and the help of highly qualified international specialists and new technologies representing breakthroughs in human knowledge can we solve these problems."
446,"In conclusion, I would like to touch on yet another problem under this agenda item that is of concern to Ukraine. I am referring to the consequences of the Kosovo conflict on the vulnerable economies of southeastern Europe. As was quite correctly pointed out in the 1999 Economic Survey of Europe,"
447,"“The economic impact of the Kosovo conflict ... is equivalent to a strong negative external situation.” (Vol. 2, p. 1)"
448,"Of course, neighbouring States — including Ukraine — have also experienced serious economic losses. The interruption of navigation on the Danube River has paralysed the economic activity of most Ukrainian shipping companies, ports and businesses. Suffice it to say that the total losses incurred by Ukraine as a result of the war in Kosovo have exceed $300 million. Together with Romania, Bulgaria and other interested countries, we stand ready to participate in the efforts to clear the waterway in order to resume navigation on the Danube. In our view, this would greatly help to the alleviate humanitarian and economic hardships in the region."
449,"In this regard, we cannot fail to agree with the Secretary-General, who stresses in his report on economic assistance to States affected by the implementation of Security Council resolutions imposing sanctions on the Federal Republic of Yugoslavia, in document A/54/534, that in the aftermath of the Kosovo crisis, economic assistance is urgently needed to address a variety of persisting economic and social problems of neighbouring and other affected States, both in support of the reconstruction and recovery efforts and on account of structural adjustment and economic transition in those countries."
450,I would like to thank all of you for your understanding our problems and for your readiness to settle them together with us.
451,Mr. Abulhasan (Kuwait) (spoke in Arabic):
452,"At the outset, I wish to offer our condolences to the Government and people of the sisterly country of Turkey on the occasion of the devastating earthquake that struck that country earlier this week — the second such catastrophe to strike this friendly State in three months. I should like from this forum to reiterate Kuwait's support for our brothers and sisters in Turkey in overcoming the consequences of those tragic events. It is perhaps timely that we are debating this item at a time when many States suffer annually from the devastating effects of natural disasters that are beyond the control of humankind."
453,"I would recall here the devastation that hurricanes Georges and Mitch wrought in the States of the Caribbean region and the Latin American continent last year, as well Bangladesh. These disasters require that the international community increase its material and moral support to their victims."
454,"Kuwait fully recognizes the extremely limited resources and capabilities available to developing and small countries and their weak ecological and economic systems in meeting the challenges created by these natural disasters, which require concerted international efforts. In considering the dangers of these natural disasters, we must recognize that, regrettably, they are on the increase. In addition, thousands of people lose their lives as a result of man-made disasters such as wars and as a result of the use of deadly weapons. Although it is believed that these weapons can help bring about the settlement of long-standing disputes, their use ultimately aggravates the situation and results in widespread destruction due to narrow self-interests and destructive militarism."
455,"We share the regret expressed by the Secretary-General, in his report on the work of the Organization, at the number of people killed in 1998 as a result of natural disasters and wars. The Secretary-General described that year as the worst in history, with natural disasters claiming the lives of more than 50,000."
456,"In this context, my delegation would like to pay tribute to the efforts made by the Secretariat of the United Nations and the United Nations Office of the Emergency Relief Coordinator and to call attention to the need to raise awareness in this context in order to protect the safety and security of relief workers in the performance of their noble humanitarian functions. They deserve our support and encouragement."
457,"Kuwait is aware of the suffering and frustration experienced by peoples and Governments as a result of losing two crucial components of development, namely the productive human factor, which is the key agent of development, and the material resources used by humankind as a means of achieving development goals and raising the standard of living to the desired levels. It is regrettable that losses are incurred in these two areas due to events that are beyond human control."
458,"Kuwait also recognizes the burdens shouldered by developing and poor countries affected by these catastrophes in the areas of reconstruction and human rehabilitation, which are essential to development. This indeed is a very costly affair."
459,"responded swiftly and spontaneously to these natural disasters, providing assistance by airlifting supplies to affected areas through a systematic and coordinated effort and under the supervision of the Government of Kuwait. This assistance is rendered in two phases: dispatching urgent in-kind and cash relief aid to the affected areas, and in the second stage providing grants and loans to those States to assist them in the rehabilitation and reconstruction process at all levels once the consequences of those disasters have been contained. I wish to outline briefly some of the forms of aid offered by the State of Kuwait at both the governmental and public levels to friendly States in meeting the challenges posed by natural disasters. By way of example, let me note that the Kuwait Fund for Economic Development has offered Government grants and loans to friendly countries affected by natural disasters. From 1983 to August of this year, the Kuwait Fund has provided some $220 million to 12 affected countries in Asia, Africa and Europe, including loans to support rehabilitation programmes over the next five years. In addition, Kuwaiti non-governmental organizations, including the Kuwaiti Red Crescent Society, have, in 1998 and 1999, provided in-kind and cash assistance to countries ravaged by hurricanes, earthquakes and floods. An estimated $1.3 million was disbursed among the three continents that I mentioned."
460,"In conclusion, I wish to reaffirm Kuwait's commitment, made in the course of the general debate, to support development projects in many developing countries. This stems from our deep conviction that development and peace are organically linked and mutually supportive factors on which the prosperity and stability of human societies hinge."
461,Mr. Samhan (United Arab Emirates) (spoke in Arabic):
462,"I am particularly pleased to express my thanks to the Secretary-General for the outstanding report he has submitted to us. The report clearly sets out all the numerous humanitarian activities undertaken by the United Nations and its specialized agencies in responding to the growing needs of people who are suffering from the consequences of natural disasters or domestic or inter-State wars, be they regional or international, as well as from intense economic and financial crises, which have increasingly affected a number of developing countries. condolences to and full solidarity with States that have recently experienced earthquakes, floods or other types of natural disasters. These disasters have taken the lives of thousands of victims and have seriously affected the social and economic infrastructures of those States. We are particularly grateful to the United Nations and other international and regional organizations, including the Office for the Coordination of Humanitarian Affairs, for their efforts to contain many of these problems and to provide humanitarian assistance to the people who are affected. However, we note that these efforts do not meet all the basic needs of the people, partly because there has been an increase in such crises and their consequences, and partly because the assistance provided by donor countries has been dwindling considerably. That is why we call on the international community, in particular States that are most capable of doing so, to increase and consolidate their financial and humanitarian assistance to countries in difficulty so that they can deal with such crises and natural disasters."
463,"We also call for increased international cooperation and the adoption of an appropriate, timely and long-term approach to coordinate assistance and the exchange of necessary information, in particular between United Nations specialized agencies and other international financial and development institutions in this field, so as to deal with crisis situations and phenomena."
464,"We reaffirm our belief that humanitarian assistance must not replace measures aimed at containing or mitigating crises, conflicts and emerging occupation situations in the world. On the contrary, such measures should be carried out within the framework of peacekeeping operations and initiatives to ensure national reconciliation. That is why we call upon the parties involved in conflicts to respond favourably to such offers and initiatives of regional international mediation and good offices so as to resolve their disputes peacefully, in accordance with the purposes and principles of the United Nations Charter and the principles of international law, and on the basis of mutual respect for the human and civil rights of their peoples, regardless of their religious beliefs or ethnicity. We believe that humanitarian assistance and relief should be properly channelled to those who are suffering and that international workers providing humanitarian assistance or relief should be protected. The international community must dissuade people from taking the lives of humanitarian workers or from taking them hostage. Such human rights. We must strengthen the role of regional and international agencies in providing assistance to refugees and displaced persons for resolving their problems, justly and permanently, helping them to return home safely and compensating them for any damage done to them or to their property."
465,"The Palestinian people are still facing a series of inhumane challenges and suffering as a result of Israeli occupation. Israel has extended its settlement policy, expropriated Palestinian land and plundered Palestinian natural and economic resources, to say nothing of the restrictions it has placed on the movement of the inhabitants of the occupied territories and its hindering of the activities and programmes of international agencies providing humanitarian assistance there. That is why we call on the international community to urge the Israeli Government to end its humanitarian, legal and moral violations and on States and financial and donor organizations to comply with their commitments to the Palestinian people so that they can set up their own developmental infrastructure and establish an independent State in Palestine, with Jerusalem as its capital. Our deeply rooted traditions and culture form the basis of our society, which derives its strength from its belief in international and regional solidarity and our tolerant Islamic law. The President of our State, Sheikh Zayed bin Sultan Al-Nahyan — may God protect him — has set up development and humanitarian institutions, as well as charities, such as the Zayed charity, the Red Crescent and the Abu Dhabi Development Fund to complement local efforts in the private and public sectors to mobilize financial and moral resources to support developing countries and assist them in dealing with natural disasters and the effects of war or civil or regional conflict."
466,"In conclusion, I wish to reaffirm the importance of respect for the sovereignty of States and for the protection of human rights and the maintenance of international peace and security to ensure sustainable development for all peoples. We call upon the United Nations and other regional and international organizations to strengthen their efforts to adopt necessary and effective mechanisms as soon as possible so they can increase their humanitarian and relief assistance and exchange information with the aim of mitigating the devastating effects of the disasters that have affected some countries. Such disasters may be ecological and natural, or they may result from economic developments or from the devastating effects of wars and goes by."
467,Mr. Farar (United States of America):
468,"We are here once again to bear witness to the seemingly endless plight of innocent victims in need of emergency humanitarian assistance. This year, as in years past, the international community has had to deal with the after-effects of natural disasters and wars throughout the world. From the cyclone in India to the fighting in Sierra Leone, the United Nations has been on hand, along with the Red Cross, donor Government aid agencies and non-governmental agencies, to provide food, water, blankets, shelter and other necessities of life to those who face devastating hardships. The General Assembly is but one of the many actors on the world stage helping to ensure that emergency humanitarian assistance gets to those in need. Down the hall in this very building the Security Council is working on the root causes of the misery facing civilians, and especially children, touched by armed conflicts. The Office for the Coordination of Humanitarian Affairs (OCHA) is working with many separate branches of the United Nations system to ensure that humanitarian needs are adequately met. My Government applauds OCHA and the other United Nations actors, including the Office of the United Nations High Commissioner for Refugees (UNHCR), the World Food Programme, the United Nations Children's Fund, the United Nations Development Programme, the Office of the United Nations High Commissioner for Human Rights, the World Health Organization, the Special Representative of the Secretary-General for Internally Displaced Persons, the Special Representative of the Secretary-General for Children and Armed Conflict and others, for the commendable work that they are doing. We encourage them to continue to coordinate their efforts under the able guidance of the Emergency Relief Coordinator. Over the past year, much of the world's attention has been focused on Kosovo, where we have seen the entire life cycle of a refugee population — from persecution to flight to repatriation — take place in a very compressed timeframe. Even as we were struggling to make peace in Kosovo sustainable, we were faced with a new crisis in East Timor. We are pleased to see that the humanitarian situations in Kosovo and in East Timor appear to be improving. The United Nations system deserves a great deal of credit for its work in alleviating those crises. We especially want to thank Sergio Vieira de Mello for his work in OCHA and in the United Nations Interim Administration Mission in Kosovo. New challenges lie administrator in East Timor."
469,"Even though Kosovo and East Timor have grabbed the headlines, we remain keenly aware of the serious humanitarian problems that plague other parts of the world. We continue our support for humanitarian operations in Africa and elsewhere, and we encourage others to do the same. The United States, for its part, will allocate to Africa 50 per cent of its initial contribution to UNHCR for fiscal year 2000 in order to ensure that an equitable standard of care is provided to African refugees. In this year of the fiftieth anniversary of the Geneva Conventions, we reaffirm the need for the international community to assist and protect populations affected by armed conflict, the need for all parties to ensure the safety of civilians, and the need to guarantee unimpeded and safe access by United Nations and other humanitarian personnel to those who require humanitarian assistance. Today we are particularly seized of the situation in Chechnya, and we call upon all parties to protect civilian populations and to allow safe access for humanitarian assistance. We also urge all countries to respond generously to the forthcoming United Nations appeals. The question of security is particularly important to the United States. The international community must not stand by while refugees and displaced persons are exposed to cross-border attacks or forced recruitment, or are held hostage by armed elements within the camps, as has been happening in refugee camps in Guinea and in Liberia. In many places around the world, humanitarian workers continue to be killed, kidnapped, injured or raped. The protection of these humanitarian workers is the primary responsibility of States. We call on States to investigate and to bring to justice those responsible for such attacks. The international community needs to move forward on a variety of options to help provide security for civilians and humanitarian personnel caught up in armed conflict, such as multinational civilian police and training for host country police."
470,"I want to highlight the vulnerability of women and children during armed conflict. Physical and sexual abuse remains a widespread problem. It is the responsibility of all Governments to ensure the safety of women and children who have been forced to flee their homes and their lands, often without their husbands or fathers, and who depend on refugee-hosting countries and the international community for their safety. often inadequate protection currently afforded to those who are internally displaced by armed conflict. We look forward to an opportunity to work with OCHA and the agencies members of the Inter-Agency Standing Committee to develop more predictable responses for ensuring that internally displaced persons receive the care and protection they need. We would like to commend the work done by Francis Mading Deng on establishing guiding principles on internal displacement. We advocate close cooperation among the relevant organizations of the United Nations, the International Committee of the Red Cross, nongovernmental organizations and States for ensuring the protection of internally displaced persons. Over the past two years, the Security Council has addressed crucial humanitarian issues, including the protection of civilians in armed conflict, children and armed conflict, promoting peace and security, and protection for humanitarian assistance to refugees and others in conflict situations. The United States welcomes the involvement of the Security Council in these issues, recognizing that humanitarian crises often involve situations that may pose a threat to international peace and security. I would like to take this opportunity to commend the energy and hard work that OCHA has brought to its core tasks of policy development, advocacy and coordination of humanitarian responses."
471,"We look forward to the launch next week in Geneva of the consolidated appeals for 2000, and we note with pleasure the participation of the Secretary-General to underscore the importance of the humanitarian efforts of the United Nations. The consolidated appeals process should be used by the United Nations as a strategic planning tool as well as an appeal for humanitarian assistance. OCHA's field coordination role has enabled United Nations agencies, international organizations and non-governmental organizations to work together more effectively. OCHA is also providing important information services through ReliefWeb and the Integrated Regional Information Network (IRIN). We support the Secretary-General's proposals for extending the use of the Central Emergency Revolving Fund."
472,"In closing, we believe that OCHA has more than adequately demonstrated its value, and we continue to believe that its funding should be among the priorities in the regular budget."
473,"disasters continue to cause pain and suffering, while the resources available to alleviate their consequences fall short of what is needed. There is a widespread belief that nothing can be done about natural disasters, and that natural catastrophes such as earthquakes, floods and hurricanes demand an ex post facto reaction. Although emergency relief for natural disasters is essential, preparedness is also crucial. If we cannot tame nature or stop natural disasters from happening, there is still the possibility of prevention."
474,"As stated by the Secretary-General in his report on the work of the Organization (A/54/1), a number of Governments lack the funds for major risk-reduction and disaster-prevention programmes. International assistance is key in this regard and certainly makes a difference in mitigating damage and in reducing the need for humanitarian aid and reconstruction."
475,"If prevention plays an important part with respect to natural disasters, it has an even greater role when it comes to so-called complex emergencies. “Complex emergency” is the euphemism used to appease our conscience in the face of situations in which human beings have their dignity abased on a large scale as a result of poverty and conflict."
476,"Prevention has a broad meaning and does not lend itself to a short-sighted security approach. It has to do with the construction of solid pillars for society through cooperation for development, poverty eradication and the strengthening of the rule of law."
477,"In our view, strategies to tackle humanitarian problems should focus on conflict prevention, peacemaking and post-conflict peace-building. The success of our endeavour depends on adopting an integrated approach to humanitarian action, one that takes into account the multiple dimensions of conflicts. Humanitarian problems cannot be adequately addressed unless the underlying causes of conflicts and complex emergencies are settled."
478,I wish to commend the work undertaken by the Office for the Coordination of Humanitarian Affairs (OCHA) under the leadership of Mr. Sergio Vieira de Mello.
479,"Let me highlight two aspects of United Nations humanitarian assistance that we deem essential to the effort to uphold human dignity. The first relates to must work together in a coordinated effort to provide aid. We commend the efforts of the Emergency Relief Coordinator and the Inter-Agency Standing Committee to strengthen coordination mechanisms. The admission of the World Bank into the Inter-Agency Standing Committee last March is a most welcome development. It is fundamental to build on experiences such as the joint disaster response and recovery mission, OCHA, undertaken in all countries affected by hurricane Mitch, by OCHA, the United Nations Development Programme (UNDP), the United Nations Children's Fund and the World Health Organization. The coordination efforts must be based on the principle of shared responsibility and joint efforts to tackle humanitarian problems. The mandates can differ in nature. But the work of all humanitarian and development agencies, along with that of the United Nations main organs, is intertwined, since the overriding goal — the full enjoyment of basic human rights — is indivisible. We therefore attach great importance to the contribution that can be made by the General Assembly, the Security Council and the Economic and Social Council in their respective spheres of competence with a view to producing a synergy in the field of humanitarian assistance."
480,"The second aspect I would like to point out is that the concept of humanitarian assistance goes far beyond the phase of emergency aid. However, there is an everwidening gap between the delivery of immediate relief assistance and longer-term development cooperation. People are easily touched by humanitarian disasters but frequently seem less willing to create an environment conducive to development. Post-conflict recovery and capacity-building are essential to address the consequences of many conflicts, including situations in which people remain displaced or return under precarious conditions. Development is crucial not only to address the consequences of conflicts but also to prevent wars from breaking out in the first place. We welcome discussions under way — for instance among the Office of the United Nations High Commissioner for Refugees, the World Bank, UNDP and other actors — on how to set up coordinating and funding mechanisms to facilitate the transition from emergency relief to development assistance."
481,"My closing words are to praise the champions of this cause, the women and men risking their lives in trying situations around the world to provide hope for the hopeless. We are aware that the difficulty of providing aid factors."
482,"One obstacle in the way of assistance stems from the very nature of most of today's conflicts. In internal conflicts, the difference between combatants and civilians is often blurred, with well-known, tragic consequences. In this context, assistance is considered an important asset, and in many instances, unfortunately, it is diverted by belligerents to meet their strategic designs. Needless to say, the humanitarian workers bear the brunt of this sort of action. Recent episodes in which the abnegation of humanitarian workers cost them their lives constitute examples that should not be forgotten."
483,"It is urgent that all efforts be made, as a matter of the highest priority, to enhance the security and safety of humanitarian and United Nations personnel. It is equally urgent to assure the neutrality and impartiality of humanitarian assistance, so as to enhance credibility and trust in conflict-ridden areas."
484,Mr. Jilani (Palestine) (spoke in Arabic):
485,"At the outset and on behalf of my delegation, I would like to express my gratitude to the Secretary-General, Mr. Kofi Annan, for his report in document A/54/134. My thanks also go to Mr. Chinmaya Gharekhan, who worked as the United Nations Special Coordinator in the Occupied Territories over the last three years, until 30 September 1999. Due to his high level of efficiency and his long and vast professional experience, he was able to fulfil the task entrusted to him and to his Office in the best manner, against all odds and under the most difficult, complex circumstances that prevailed in the region over those three years, despite the various obstacles and difficulties stemming from the policy of closure and siege. On behalf of the Palestinian leadership and the Palestinian people, we express our gratitude and appreciation to him as a loyal friend of the Palestinian people and wish him every success and happiness. We would also like to welcome the decision of the Secretary-General to approve Mr. Terje Larsen as the new United Nations Coordinator for the peace process in the Middle East and as a Personal Representative of the Secretary-General to the Palestine Liberation Organization and the Palestinian Authority. Mr. Larsen was in fact the first to fill this post, from 1994 until 1996. He is indeed a good and known friend who contributed significantly to creating the momentum for the peace process in the Middle East, particularly on the Palestinian track. We success in his new mission and assure him of our readiness to cooperate with him for the success of his task. At their meeting in Washington on 30 November of last year the donor countries pledged to provide assistance to the Palestinian people in the amount of 3 billion dollars over a five-year period. This pledge was reiterated during the recent meeting in Tokyo, held under the chairmanship of the Foreign Ministers of Japan and Norway in mid-October. Regrettably, these pledges have not been honoured and translated into action. Moreover, there has been a drastic 50 per cent decline this year in the annual contributions offered to the Palestinian people. Once again we emphasize the importance of honouring the pledges undertaken by the donor countries, as well as the importance we attach to the contribution of the donor countries to the peace process and their assistance to the Palestinians to build and reconstruct their national institutions. Achieving economic and social development will help Palestinians eliminate their suffering and the consequences of the abominable occupation so they can contribute effectively, like all other free peoples, to the development and prosperity of the region. In this context, I should state that the Palestinian people greatly appreciate the efforts of the international community in this respect and would like to reiterate our gratitude to the donor countries for their continuous support. The report reflects that for the first time since the beginning of the peace process there has been a slight improvement in the living conditions of the Palestinian people. This includes an increase in the gross domestic and national products as well as in the level of private investment. Moreover, the report points out that the economic improvement in 1998 was due to a reduction in the number of comprehensive closures in the occupied Palestinian territories. This fact underscores once again that Israel should refrain from implementing its policy of closures and state of siege, which has devastating effects on the Palestinian economy. We call upon Israel to put an end to its policy of using closures as a way of imposing collective punishment under all circumstances and conditions. We also call upon Israel to halt immediately its illegal practices, particularly the expansion and construction of settlements, as well as the confiscation of land and the demolition of houses."
486,"The confiscation of land, the building of settlements and Israel's negative attitude towards the Palestinians will not increase the confidence of the peoples of the region in increase the confidence of private investors. Credibility can be developed through the faithful honouring of the spirit and the letter of all agreements, without any delay, and by recognizing the inalienable rights of the Palestinian people, including their rights to return to their homes, to self-determination and to building an independent State. Recognition of these rights, as required by international legitimacy, is a prerequisite for a comprehensive, lasting and just peace in the Middle East. We emphasize the important role that the United Nations plays in the achievement of this just, lasting and comprehensive peace, given its responsibility towards the Palestinians. Moreover, we would like to reaffirm the importance of the United Nations role in providing assistance to the Palestinian people, as well as the important role of the Special Coordinator for the Middle East Peace Process and Personal Representative of the Secretary-General to the Palestine Liberation Organization and the Palestinian Authority, and of the Special Coordinator's Office in Gaza. This office should be strengthened and supported."
487,Mr. Darwish (Egypt) (spoke in Arabic):
488,"At the outset, on behalf of the people and the Government of the Arab Republic of Egypt, I would like to express our profound condolences to our sister State Turkey on the recent earthquake that struck that country a few days ago. Our sympathies also go out to those countries that lost some of their citizens in the crash of the plane chartered by the World Food Programme, which was carrying relief personnel and supplies to Kosovo. I would also like to thank the Secretary-General for his reports on the items under discussion."
489,"The provision of humanitarian assistance in response to natural and man-made disasters is an indispensable and noble activity. The international community must support such assistance and work to maximize its effectiveness, as it must also continue to support the United Nations efforts to deal with natural disasters, as well as with the consequences of intra- and inter-State wars. Indeed the Secretary-General was right in stressing in his “Report on the work of the Organization”, issued last September, that natural disasters should be at the top of the international agenda given the immense humanitarian and material losses they cause."
490,"Although the number of inter-State wars has been declining remarkably, we note with regret a disturbing increase in new armed conflicts that are claiming growing infrastructure and human resources, and impeding development efforts in the States concerned. These conflicts have also resulted in the displacement of unprecedented numbers of people."
491,"Egypt calls on all parties to armed conflicts to protect the rights of civilians and to ensure the safety and security of relief and humanitarian assistance workers. The Egyptian delegation also emphasizes that assaults on relief personnel should be treated as grave and inadmissible actions. At the same time, Egypt calls on relief workers to respect the laws and systems prevailing in the host countries. In deference to the principle of national sovereignty and in order to avoid the dangers that such personnel might be exposed to, the right of access to civilians in need of assistance — women, children and men — should be exercised by securing the approval of the States of which these needy people are citizens. Despite the difficulties that poor countries face in dealing with such issues, such as the lack of a strong central government, we call on the General Assembly to define the steps to be followed by the United Nations so it can deal with these difficult situations in a transparent manner and with the full participation of all States, large and small."
492,"Egypt underscores the importance of the United Nations assuming a leading role in monitoring and assessing relief and humanitarian assistance efforts. Egypt calls on the United Nations and its organs and specialized agencies to provide assistance to States that need to build their institutional capabilities at the national level, and it calls on these bodies to accord adequate attention to the achievement of optimal coordination among all actors in this sphere, be they part of the United Nations system or of other relevant organizations. This should be done by implementing an integrated approach to dealing with natural disasters at all stages, from early warning to relief assistance, recovery, reconstruction and development. The delegation of Egypt feels that the provision of adequate resources for this important activity would help the relevant organs fully meet their humanitarian obligations. In this regard, we underscore that these additional resources should not be taken from appropriations for development programmes and activities designed to benefit developing countries. Here we note with growing concern what the Secretary-General has mentioned in his report entitled “Strengthening of the coordination of emergency humanitarian assistance of the United Nations”: that the rate of response to consolidated appeals for the first five months of 1999 was approximately 30 per cent, that was extremely uneven, and that this uneven funding means that contributions do not ensure a necessary minimum of care. Therefore, Egypt calls on the financially capable States and the international financial institutions to increase their contributions for humanitarian and relief assistance, in implementation of the principle of international solidarity and interdependence and in fulfilment of the letter and spirit of the Charter of the United Nations."
493,"In this regard, the Egyptian delegation supports the Secretary-General's proposal, made in the context of his proposed programme budget for the biennium 2000-2001, to increase the resources provided for responding to natural disasters. This proposal seems particularly worthy since it would be the first such increase in more than 15 years. Also in this regard, in order to examine the Secretary-General's proposals on the modalities of developing the mechanisms of the Central Emergency Revolving Fund, we look forward to receiving the report of his review of this matter."
494,I wish to express our gratitude for the joint efforts undertaken by neighbouring Turkey and Greece to establish a joint unit to cope with natural disasters. Those two neighbours suffered devastating earthquakes in August and September. The challenge of dealing with their ordeal has unleashed their creative ingenuity. Egypt has become a co-sponsor of the draft resolution submitted by Turkey and Greece today.
495,"I also wish to convey our appreciation to the friendly State of Argentina for co-sponsoring the draft resolution on the participation of volunteers, “White Helmets”, in the activities of the United Nations. We welcome this important draft resolution, co-sponsored by Argentina and Egypt, among others, in recognition of the constructive role played by volunteers from all countries in relief activities. We also acknowledge the programmes and assistance provided by the United Nations Development Programme to the Palestinian Authority, inter alia, to help build its institutional capacities to fight disease and to meet the requirements of people with special needs. In Rwanda and the Balkans, it has helped to resettle refugees by providing low-cost housing and humanitarian assistance."
496,"In closing, I wish, on behalf of Egypt, to express our sincere appreciation to all United Nations agencies operating in the Palestinian territories. These agencies are indeed contributing effectively to improving services in Palestinian Authority. Our thanks go to the European Union member States for sponsoring the draft resolution on this sub-item. On this occasion, Egypt calls on all donor countries to fulfil their pledges of assistance to the Palestinian people as it strives, at this critical stage, to build its independent State. Such assistance will certainly contribute to the evolution of the peace process to its ultimate conclusion: the achievement of a just, lasting and comprehensive peace in the region, hopefully in the nottoo-distant future."
497,Mr. Preware (Nigeria):
498,"The Nigerian delegation commends the Secretary-General for his comprehensive and excellent reports on the strengthening of the coordination of humanitarian and disaster relief assistance of the United Nations. The reports bring out clearly both the increasing urgency and complexity in the coordination of humanitarian and disaster relief assistance and the scope of activities required to sustain continued international commitment. The 1990s, unfortunately, saw an extraordinary rise in the number, scope and scale of natural disasters. In the last 23 months, in particular, we have witnessed the worst string of natural disasters. Forest fires, drought, earthquakes, hurricanes, floods and so on have devastated many parts of the world. Developing countries have been particularly hard hit. The problems attendant on these tragic events have often been complicated by destabilizing wars. One result of these conflicts has been the significant increase in the number of internally displaced persons and refugees in several countries. An estimated 500,000 people were displaced between January and May in Angola alone. The Ethiopia-Eritrea conflict has seen some 750,000 persons internally displaced. Today, some 237,000 refugees from Sierra Leone are in Guinea and Liberia, while over 140,000 remain internally displaced. International relief efforts have been seriously hampered by a combination of factors, including the lack of a rapid-response mechanism, ongoing conflicts and serious resource constraints. While Nigeria welcomes the 30 per cent rise in the 1999 pledges for Africa, it notes with concern the increasing shortfall between actual needs and funds raised. The Secretary-General's report shows that, as of May this year, Africa's requirements for affected areas and States stood at $697.32 million, while available funds stood at only $193.74 million, representing a mere 26 per cent of actual need."
